reviews,stars,date,country,status,corpus
"✅ Trip Verified |  Chicago to Chennai via Dubai. I really had a very bad experience with Emirates.  I didn't know that number of bags reduced from 4 to 3 and the front desk people asked me to arrange bags and charged me 10lb extra weight fee of $50 and verified my cabin bag weight(8kg). After cleared the security, I bought some duty free stuffs from Chicago ORD airport and there is no question in Chicago airport boarding.After I reached Dubai when I board Chennai Airport Emirates staff asked me to weight cabin bag and duty free stuff and they said everything has to be placed in the cabin bag. They kicked out me out of the queue and asked me to arrange my luggage. I spent 10-15 minutes to arrange everything. After arranging every stuffs they said my cabin is overweight (includes duty free stuff). They suggested to reduce weight by throwing some stuff in trash or return duty free stuffs. Since the duty free stuffs I bought from US I couldn't able to return and they said I need to pay fee then only they can let me in. Staff behavior is totally not unacceptable, Emirates staffs are trying to steal money from customers my saying you have addition weight on your luggage. Staffs didn't say anything about the price detail and they charged me USD120 which more than the dutyfree stuff/10lb extra weight. Finally I saw my card was Charged $120 for $80 dollar stuff. This is my worst travel experience ever. If you have a policy then why are you allowing the duty free in ORD airport and not Dubai. If the duty free stopped in ORD airport I would have returned in ORD airport. Since the duty free stuffs are allowed in ORD I couldn't able to return in Dubai and I am force to pay. I am returning back to US today and restricted my baggage today to avoid any confusion but there is no cabin baggage verification or weight check happened today. Few of the economy passengers have both Cabin luggage and back pack and some of them have cabin luggage, back pack and Duty free from Dubai but no one was checking. It's looks like Emirates strictly applying this to Indians who is going to India from Dubai and try to get huge amount of fee. I still not convinced after today's flight baggage weight monitoring.",1,2018-03-16,United States,True,chicago chennai via dubai really bad experience emirate know number bag reduced front desk people asked arrange bag charged lb extra weight fee verified cabin bag weight kg cleared security bought duty free stuff chicago ord airport question chicago airport boarding reached dubai board chennai airport emirate staff asked weight cabin bag duty free stuff said everything placed cabin bag kicked queue asked arrange luggage spent minute arrange everything arranging every stuff said cabin overweight includes duty free stuff suggested reduce weight throwing stuff trash return duty free stuff since duty free stuff bought u able return said need pay fee let staff behavior totally unacceptable emirate staff trying steal money customer saying addition weight luggage staff say anything price detail charged usd dutyfree stuff lb extra weight finally saw card charged dollar stuff worst travel experience ever policy allowing duty free ord airport dubai duty free stopped ord airport would returned ord airport since duty free stuff allowed ord able return dubai force pay returning back u today restricted baggage today avoid confusion cabin baggage verification weight check happened today economy passenger cabin luggage back pack cabin luggage back pack duty free dubai one checking look like emirate strictly applying indian going india dubai try get huge amount fee still convinced today flight baggage weight monitoring
"✅ Trip Verified |  Athens to Newark. On a scheduled 11 hour flight from Athens, not once except with meals were refreshments offered, including water, and beverages, etc. This was a flight during daylight hours so the cabin crew did not have a reason to not offer drinks. When a person requested a beverage it was obvious that the cabin crew was annoyed with the request, even though their ads on the inflight entertainment was stressing to stay hydrated during the flight. This was just the opposite of our experience on Singapore airline where the cabin crew came through about every 30 minutes offering drinks, sandwiches, fruit and candy bars including Toblerone candy bars. I was surprised n the difference in service between Emirates and Singapore Airlines. We encountered the same lack of service from Newark to Athens as we did on the longer return trip.",1,2018-03-16,United States,True,athens newark scheduled hour flight athens except meal refreshment offered including water beverage etc flight daylight hour cabin crew reason offer drink person requested beverage obvious cabin crew annoyed request even though ad inflight entertainment stressing stay hydrated flight opposite experience singapore airline cabin crew came every minute offering drink sandwich fruit candy bar including toblerone candy bar surprised n difference service emirate singapore airline encountered lack service newark athens longer return trip
"✅ Trip Verified |  Cape Town to Phuket via Dubai. Very robotic service. Crew indifferent. Qatar is far more professional and provide a better service. The only good thing is the entertainment on Emirates. Used Emirates because of the fare. If you get can a cheap fare then I recommend Emirates, otherwise Qatar is my preferred carrier.",5,2018-03-16,South Africa,True,cape town phuket via dubai robotic service crew indifferent qatar far professional provide better service good thing entertainment emirate used emirate fare get cheap fare recommend emirate otherwise qatar preferred carrier
"✅ Trip Verified |  Hyderabad to New York JFK via Dubai. Business class seating, comfort is great. But the service is appalling, really disappointed if this is the kind of service we get in Business Class - what about Economy? Skipped my dinner - mentioned the hostess that I will skip dinner but will have breakfast later and also mentioned what I like to have for breakfast. She noted it down and breakfast time came and went and I kept waiting for mine - at about the end of the breakfast hostess explains that the breakfast what I ordered is not there and I have to pick something else. Couple of things here, they decide to come and tell me that they are out when the flight is about the descent to the destination, and hostess who knew that I skipped Dinner does not bother to come and explain the same earlier. Regardless, I had lost my appetite by then - asked them to not bother, but they insisted to get a hindu meal(as that was the only thing available), but that turned out to be stale. So they were successful in making me fast during the flight. I would think twice before I fly emirates again....",1,2018-03-15,United States,True,hyderabad new york jfk via dubai business class seating comfort great service appalling really disappointed kind service get business class economy skipped dinner mentioned hostess skip dinner breakfast later also mentioned like breakfast noted breakfast time came went kept waiting mine end breakfast hostess explains breakfast ordered pick something else couple thing decide come tell flight descent destination hostess knew skipped dinner bother come explain earlier regardless lost appetite asked bother insisted get hindu meal thing available turned stale successful making fast flight would think twice fly emirate
"✅ Trip Verified |  New York JFK to Abuja via Dubai. I had a terrible experience. When I got to Dubai, I had to pay 130USD (455 Durham) because my hand luggage was overweight by just 3kg.  Emirates keep advertising duty free stuff on board and when people buy, they  insist they pay excess when they have a connecting flight. There is absolutely no value for money, with the long trip of over 20 hours from New York to Nigeria, and the airline exploiting passengers, I am never flying Emirates again.",1,2018-03-13,Nigeria,True,new york jfk abuja via dubai terrible experience got dubai pay usd durham hand luggage overweight kg emirate keep advertising duty free stuff board people buy insist pay excess connecting flight absolutely value money long trip hour new york nigeria airline exploiting passenger never flying emirate
"✅ Trip Verified |  London to Lahore via Dubai, flight was fantastic. The aircraft was like new, the food was very good and so was the service. Plenty of space and great entertainment. The connection was on a Boeing 777 just as good. On the way back from Dubai I was shocked to see that in the whole A380 (EK29) there were only 46 passengers. We should have been given a free up grade. Book early for cheap flights.",2,2018-03-11,United Kingdom,True,london lahore via dubai flight fantastic aircraft like new food good service plenty space great entertainment connection boeing good way back dubai shocked see whole ek passenger given free grade book early cheap flight
"✅ Trip Verified |  Brussels to Chennai via Dubai. Major concerns regarding Emirates flight and ground staff support at Dubai. My mother was traveling Emirates from Brussels to Chennai with stopover in Dubai. Knowing her medical condition, I ensured she would have a wheelchair from departure to destination for each flight. Due to her medical condition, she’s unable to walk. This wheelchair was once again confirmed prior to her flight. And again after her flight experience. Each time an Emirates representative told me that her wheelchair is booked all along each stop. However on 23rd February 2018, upon arrival in Dubai, she wasn’t given a wheelchair, instead ground staff rudely told her she had to walk as they couldn’t accommodate her a wheelchair.  Did not expect this from Emirates. As a result my mother was helped by 3 other passengers who helped her reach her connecting flight.  At this point I’m besides myself and have no words to express my fury over Emirates and its customer service. On her return flight on March 6, we had made multiple calls and emails requesting the highest level of wheelchair (apparently Emirates has levels of wheelchairs). Yes once again, she was denied a wheelchair at Dubai airport. Instead, Ground staff made her walk. Emirates have no customer service skills nor respect for their customers.",2,2018-03-10,United States,True,brussels chennai via dubai major concern regarding emirate flight ground staff support dubai mother traveling emirate brussels chennai stopover dubai knowing medical condition ensured would wheelchair departure destination flight due medical condition unable walk wheelchair confirmed prior flight flight experience time emirate representative told wheelchair booked along stop however rd february upon arrival dubai given wheelchair instead ground staff rudely told walk accommodate wheelchair expect emirate result mother helped passenger helped reach connecting flight point besides word express fury emirate customer service return flight march made multiple call email requesting highest level wheelchair apparently emirate level wheelchair yes denied wheelchair dubai airport instead ground staff made walk emirate customer service skill respect customer
"✅ Trip Verified |  Chicago to Chennai via Dubai. I  travel business class and always take carry-on luggage, a carry-on suitcase and a backpack.  In my backpack I carry my iPad, laptop, and occasionally a camera. I have travelled many airlines all business class with two carry-on pieces. For the first time, I was stopped at the Dubai Airport at the gate by Emirates gate agents and asked to pay an additional $80 dollars to get on Flight EK542 to Chennai on February 24 because my carry-on luggage was apparently over the weight limit. At the same time, there were a number of other business-class passengers who were allowed to board the aircraft with more than two carry-on pieces or carry-on pieces that were larger than what was allowed. I was not asked to pay extra on any of the other flights on this booking. Only on this flight going to Chennai. I pointed out that I was coming from Chicago, had no check-in luggage, and the check-in desk in Chicago had no problem with my luggage. I also pointed out that I travel business class all the time on many different airlines and this is the first time that I was being asked to pay extra at the gate. They would not listen and forced me to pay an extra $80 on top of the business class fare before I could board the flight. This was unfair given that they were not enforcing their rules strictly for other business class passengers.  I am now very reluctant to fly Emirates again.",10,2018-03-10,United States,True,chicago chennai via dubai travel business class always take carry luggage carry suitcase backpack backpack carry ipad laptop occasionally camera travelled many airline business class two carry piece first time stopped dubai airport gate emirate gate agent asked pay additional dollar get flight ek chennai february carry luggage apparently weight limit time number business class passenger allowed board aircraft two carry piece carry piece larger allowed asked pay extra flight booking flight going chennai pointed coming chicago check luggage check desk chicago problem luggage also pointed travel business class time many different airline first time asked pay extra gate would listen forced pay extra top business class fare could board flight unfair given enforcing rule strictly business class passenger reluctant fly emirate
"✅ Trip Verified | On my 8.35 am flight, March 3 from Dubai to Zurich the sound was not working. What a horrible experience. Not only mine 44C, but also 44 A and B. Flight attendant said he would bring another ear piece, one hour later he said he forgot. Told him it's the jack that was not working, not the ear piece. One hour later, he brought another ear piece, then one more. Smarter supervisor listened and said that it unfortunately was the jack that was not working. Offered to find another place to sit, but they forgot. 7 hour, boring long flight.",1,2018-03-06,Switzerland,True,flight march dubai zurich sound working horrible experience mine c also b flight attendant said would bring another ear piece one hour later said forgot told jack working ear piece one hour later brought another ear piece one smarter supervisor listened said unfortunately jack working offered find another place sit forgot hour boring long flight
"✅ Trip Verified | Only a two hour flight from Phnom Penh to Yangon, so food and drink, while OK, was limited. Was very impressed with Emirates, based on: Plane appeared to be new and very clean. Very friendly/professional attitude of all cabin crew. Excellent IFE, good choice of movies/games etc and very big screen. Return flight was just as good. Would definitely recommend Emirates.",2,2018-03-05,Cambodia,True,two hour flight phnom penh yangon food drink ok limited impressed emirate based plane appeared new clean friendly professional attitude cabin crew excellent ife good choice movie game etc big screen return flight good would definitely recommend emirate
"✅ Trip Verified | Milan to Dubai. On one hand I was lucky to have on the side the middle seat empty and that has definitely ensured more comfort. However on the other side WiFi wasn’t working (not the airline’s fault, just some technical issue). The food was excellent and so the wine. Chicken breast in economy class is normally very dry. This wasn’t the case and the mushroom gravy was great. Great service by the attendants, always alert and ready to help. Large screens, plenty of entertainment and great movies. All this made the flight very pleasant and makes me want to fly Emirates again sometime soon.",4,2018-03-04,United Arab Emirates,True,milan dubai one hand lucky side middle seat empty definitely ensured comfort however side wifi working airline fault technical issue food excellent wine chicken breast economy class normally dry case mushroom gravy great great service attendant always alert ready help large screen plenty entertainment great movie made flight pleasant make want fly emirate sometime soon
"✅ Trip Verified |  Due to weather conditions, my flight from Birmingham to Kolkata via Dubai got cancelled after 3 hours from check in at the airport. While other airlines were distributing food coupons after the delayed flights Emirates said they'll transfer us to hotel in their coach. We stood at the conveyor belt and collected my luggage which were distributed between two belts. We came out to find out that there is no coach, no hotel. Emirates made the promise while they were trying to arrange for hotels, they either don't know their verbs or plain lied. Their latest version was 'we are suggesting you go home and we will contact you when you are rescheduled'. A flight can get cancelled due to weather conditions but can a reputed brand act such foolishly and keep lie conveniently and put their valued customer in a vulnerable situation. While UK came to standstill I was dragging 50kg luggage in snow all by myself at 10pm in the night.",3,2018-03-04,United Kingdom,True,due weather condition flight birmingham kolkata via dubai got cancelled hour check airport airline distributing food coupon delayed flight emirate said transfer u hotel coach stood conveyor belt collected luggage distributed two belt came find coach hotel emirate made promise trying arrange hotel either know verb plain lied latest version suggesting go home contact rescheduled flight get cancelled due weather condition reputed brand act foolishly keep lie conveniently put valued customer vulnerable situation uk came standstill dragging kg luggage snow pm night
"✅ Trip Verified |  Hong Kong to Dubai. I was sitting in 42C (originally sitting on 42B but changed seats by someone else) on the aisle. The flight was really full that it was trying to get all travelers from Hong Kong and nearby cities to Dubai. The boarding gate was fair that I need to take the train to my boarding gate.  Cabin crew were nice and ready to help us. The meal selection included either Chicken or Beef, which I chose the Chicken with pasta which I think the taste is fair, not really good at all. I had ordered their cup noodles as well but it was neither taste well . The ICE flight entertainment is really good, however the hardware was not so adapted into it. The plane was quite old and they use the setup which years ago does. I could understand with that but I think it's time to get some renovation on that plane, which they could change to the setup on their Boeing 777-300ER. After some time of sleep, the snack came with Beef sandwich with drinks. Even though the sandwich was dry, it tastes better than the dinner. Before the flight landed, some travelers attempted to change seat even though the belt sign was on for a while, the cabin crew had to yell to stop them but those travelers changed anyway. The flight arrive Dubai almost an hour earlier than expected. Hope next time I will have better experience on this flight.",1,2018-03-03,Hong Kong,True,hong kong dubai sitting c originally sitting b changed seat someone else aisle flight really full trying get traveler hong kong nearby city dubai boarding gate fair need take train boarding gate cabin crew nice ready help u meal selection included either chicken beef chose chicken pasta think taste fair really good ordered cup noodle well neither taste well ice flight entertainment really good however hardware adapted plane quite old use setup year ago could understand think time get renovation plane could change setup boeing er time sleep snack came beef sandwich drink even though sandwich dry taste better dinner flight landed traveler attempted change seat even though belt sign cabin crew yell stop traveler changed anyway flight arrive dubai almost hour earlier expected hope next time better experience flight
✅ Trip Verified | Flew from London Heathrow to Dhaka via Dubai. I have been flying with Emirates for a long long time and I love their service. Their A380 is fantastic but their 777 service on the Dubai to Dhaka flight did downgrade a little and they should improve on that so it is how they used to be on that route in the past. Their Dubai to London service has been amazing as always. Would recommend this airline.,5,2018-03-02,United Kingdom,True,flew london heathrow dhaka via dubai flying emirate long long time love service fantastic service dubai dhaka flight downgrade little improve used route past dubai london service amazing always would recommend airline
"✅ Trip Verified |  Travelled from Birmingham to Kuala Lumpur via Dubai, with a 24 hrs stop in Dubai on return. Chauffeur came on time as arranged. Lovely chap. Got to BHX. Dropped off directly outside check in. First time at this airport and not impressed. Lounge is small with a selection of warm food. Struggled to get reception to use mobile. Seat 20A although business class felt claustrophobic. Food was nicely presented. Wasn’t too keen on starter (the chicken mango confit) main Opted for duck which was lovely. No amenity bag given on day flight. Which is a shocker. Flight was full as such the bar area was packed. Arrived at DXB connecting flight in concourse B. Business lounge seem like a free for all where they allowed anyone in. Over crowded and not enough seating. Showers busy, dark and outdated. Flight to KL seats better. Night flight food was breakfast. Had the omelette which wasn’t overly nice. Arrived on time. Had to get train to the baggage hall. 1st one to arrive. My flight companion bag came off 1st. However due to error by BHX not labelling my bag correctly with business tag it came off around an hour later with the economy passengers. As such missed my connection. Anyway return journey in business lounge in KL very small. Showers were a bit worn out and not clean. Food was barely warm and limited. Night flight and managed to get a few hours sleep. Breakfast served was same as on way in therefore wasn’t too keen. Just had hot chocolate and cake. Arrived 4:30am. Had 24 hrs in Dubai. Freshened up in lounge then went into Dubai city. Final leg was departing from concourse A which was world apart from B. It was much cleaner. Less crowded and overall better. Showers nice and clean. Was offered slippers too. Food was more fresh. There was a nice white area with a lounge chair where I managed to get a few hours sleep before the flight. Boarded return to Manchester. Again night flight. Breakfast options so slept all way. Best sleep so far on the 4 sector of the journey. Maybe because I was tired. Service good, food fair Business lounge-concourse B poor, concourse A good. Value for money reasonable Overall reasonable, but Qatar business class considered better based on this experience.",10,2018-03-01,United Kingdom,True,avelled birmingham kuala lumpur via dubai hr stop dubai return chauffeur came time arranged lovely chap got bhx dropped directly outside check first time airport impressed lounge small selection warm food struggled get reception use mobile seat although business class felt claustrophobic food nicely presented keen starter chicken mango confit main opted duck lovely amenity bag given day flight shocker flight full bar area packed arrived dxb connecting flight concourse b business lounge seem like free allowed anyone crowded enough seating shower busy dark outdated flight kl seat better night flight food breakfast omelette overly nice arrived time get train baggage hall st one arrive flight companion bag came st however due error bhx labelling bag correctly business tag came around hour later economy passenger missed connection anyway return journey business lounge kl small shower bit worn clean food barely warm limited night flight managed get hour sleep breakfast served way therefore keen hot chocolate cake arrived hr dubai freshened lounge went dubai city final leg departing concourse world apart b much cleaner le crowded overall better shower nice clean offered slipper food fresh nice white area lounge chair managed get hour sleep flight boarded return manchester night flight breakfast option slept way best sleep far sector journey maybe tired service good food fair business lounge concourse b poor concourse good value money reasonable overall reasonable qatar business class considered better based experience
"✅ Trip Verified | It looks like Emirates are picking up again. Fast check in in Düsseldorf and also in Manila. Like almost always cabin was nearly outbooked. However cabin crew were friendly and helpful on all legs, food was good. All flights have been in time. Cabin was clean and in good condition. IFE as always second to none.",2,2018-02-26,Germany,True,look like emirate picking fast check sseldorf also manila like almost always cabin nearly outbooked however cabin crew friendly helpful leg food good flight time cabin clean good condition ife always second none
"✅ Trip Verified |  The crew on Emirates are superb, staff that look like they  love their jobs. It was the little touches that made a difference like taking a Polaroid of the kids for them to take as a souvenir, or wearing ""Happy New Year"" head gear as we were flying on New Years Eve. Seats had a lot of leg room. I was sat next to the window and didn't feel claustrophobi, probably as the plane's walls don't curve in so much on the lower deck and the windows are so large. Main problems were the IFE wasn't working properly - plus  the system was trying to offer too much (i.e. loads of films) without much thought gone into the execution and ease of use of it. Other problem was the food. Really appalling! Was happy to go hungry instead.",1,2018-02-25,United Kingdom,True,crew emirate superb staff look like love job little touch made difference like taking polaroid kid take souvenir wearing happy new year head gear flying new year eve seat lot leg room sat next window feel claustrophobi probably plane wall curve much lower deck window large main problem ife working properly plus system trying offer much e load film without much thought gone execution ease use problem food really appalling happy go hungry instead
"✅ Trip Verified | Emirates is known for being bad but having to stand in a queue for 1.5 hours to board was a step too far during a Feb 18 flight Oslo - Dubai. It was the same for Business Class. Passengers were going crazy, understandable given the situation. I fly Emirates once a month and points system is also the worst globally. This is why I avoid Emirates wherever possible. I also messaged the Country Manager of Emirates for Norway and Iceland), he was aware of issues but not willing to do anything to make up for the farce.",3,2018-02-19,Norway,True,emirate known bad stand queue hour board step far feb flight oslo dubai business class passenger going crazy understandable given situation fly emirate month point system also worst globally avoid emirate wherever possible also messaged country manager emirate norway iceland aware issue willing anything make farce
"✅ Trip Verified | We've had a pretty good experience. The lounge in Amsterdam Emirates shares with other airlines is nothing to write home about. The A380 is a marvellous machine, though the seat arrangement is not couple friendly if you want to sit next to a window. You can only sit together in the middle rows. The service and the food were as expected. The sky bar is a fantastic gimmick except if you want to sleep with your seat close to the bar. Choose a seat away from the bar if you want quiet. Our connecting flight departed from Terminal C which we did not particularly like. Lots of construction going on. The Emirates Lounge offers less amenities than the one in Terminal B. However, the food selection was excellent. The Dubai to Mumbai leg was a bit of a letdown. The plane looked rather old. The age of the airliner was particularly evident in the entertainment system. The screen resolution was that of the past decade, so underwhelming. The remote control still had a phone on one side which says it all. The service and the breakfast served were good however. After this experience we were worried that for the return leg to Dubai again and old 777-300ER would be used. Additionally, web check-in did not work and our hotel only reached their Mumbai office after trying all day. We did not know whether we would be seated together until we arrived at Mumbai airport. To our pleasent surprise we were seated together and the plane was much newer with excellent screens, the separate iPad and the remote control that looks like a Playstation portable. The range of Entertainment programs Emirates' ICE system offers is fabulous. We used the lounge in Terminal B which is superior to the one in Terminal C. An absolute highlight is the Moet and Chandon bar. Very friendly staff. The last leg from Dubai to Amsterdam was again an excellent experience with good food and friendly service. The limousine transfer worked well. However, the communcation skills of the limousine service center in Mumbai could be improved. Communcation was done with abbreviated text messages and rather informal, the way teenagers communicate.",10,2018-02-19,Switzerland,True,pretty good experience lounge amsterdam emirate share airline nothing write home marvellous machine though seat arrangement couple friendly want sit next window sit together middle row service food expected sky bar fantastic gimmick except want sleep seat close bar choose seat away bar want quiet connecting flight departed terminal c particularly like lot construction going emirate lounge offer le amenity one terminal b however food selection excellent dubai mumbai leg bit letdown plane looked rather old age airliner particularly evident entertainment system screen resolution past decade underwhelming remote control still phone one side say service breakfast served good however experience worried return leg dubai old er would used additionally web check work hotel reached mumbai office trying day know whether would seated together arrived mumbai airport pleasent surprise seated together plane much newer excellent screen separate ipad remote control look like playstation portable range entertainment program emirate ice system offer fabulous used lounge terminal b superior one terminal c absolute highlight moet chandon bar friendly staff last leg dubai amsterdam excellent experience good food friendly service limousine transfer worked well however communcation skill limousine service center mumbai could improved communcation done abbreviated text message rather informal way teenager communicate
"✅ Trip Verified |  Dublin to Dubai. Emirates is my favourite airline. Upon boarding the aircraft, I was greeted with smiles and welcomed. On the seat is a blanket and headphones. There is plenty of legroom, inflight entertainment system is wonderful. A large range of TV shows, movies and documentaries suited for all tastes. The inflight dining is the best I have experienced with any airline. The process of connecting in Dubai was seamless with staff on hand to assist passengers.",6,2018-02-18,United Kingdom,True,dublin dubai emirate favourite airline upon boarding aircraft greeted smile welcomed seat blanket headphone plenty legroom inflight entertainment system wonderful large range tv show movie documentary suited taste inflight dining best experienced airline process connecting dubai seamless staff hand assist passenger
✅ Trip Verified |  I flew overnight Birmingham to Dubai then 1hour 30min stopver before flight to Melbourne. Upon arriving in Dubai I checked the board and saw Emirates flight to Melbourne leaving from gate x so I headed to gate x. Then I checked another board and it said gate z for Emirates flight to Melbourne. I figured that gate had changed and headed to gate z. When boarding was happening for Emirates flight to Melbourne at gate z they informed me I had missed my flight which left from gate x. They were very rude and said I had to go to the Emirates connections counter. They informed me that there were 2 Emirates flights to Melbourne  leaving an hour apart and I had gone to the wrong gate. I also discovered that Dubai airport had a new policy (6 months) of no flight boarding announcements or for late passengers so they can have a nice quiet airport where passengers miss their flights. I said to the Emirates staff that they had a duty of care to inform me at check in that there was 2 flights leaving to Melbourne so I wouldn't miss my flight. Another Emirates staff admitted to me that passengers miss this flight to Melbourne every day because of this 2 flight situation. Emirates would not change my ticket as well as Qantas who sold the original ticket (Airline partnership situation) so I had to buy a new ticket for that leg £440. So in summary Emirates knew passengers miss this flight everyday because of the unusual situation of 2 Emirates Melbourne flights leaving Dubai each day within 1 hour yet they choose not the inform their passengers at check in of this situation so they can daily double charge their passengers. Shame on Emirates and Shame on Qantas for this avoidable unfortunate situation.,4,2018-02-15,United Kingdom,True,flew overnight birmingham dubai hour min stopver flight melbourne upon arriving dubai checked board saw emirate flight melbourne leaving gate x headed gate x checked another board said gate z emirate flight melbourne figured gate changed headed gate z boarding happening emirate flight melbourne gate z informed missed flight left gate x rude said go emirate connection counter informed emirate flight melbourne leaving hour apart gone wrong gate also discovered dubai airport new policy month flight boarding announcement late passenger nice quiet airport passenger miss flight said emirate staff duty care inform check flight leaving melbourne miss flight another emirate staff admitted passenger miss flight melbourne every day flight situation emirate would change ticket well qantas sold original ticket airline partnership situation buy new ticket leg summary emirate knew passenger miss flight everyday unusual situation emirate melbourne flight leaving dubai day within hour yet choose inform passenger check situation daily double charge passenger shame emirate shame qantas avoidable unfortunate situation
"✅ Trip Verified |  Bali to Amsterdam via Dubai. I travelled with Emirates Back and fourth to Bali during the Christmas holiday. My experience of the flight was ok, but my experience with the transport of baggage and the customer service was the worst I have ever experienced. I go on a surf trip 3-4 times a year and I always pack my board the same way with allot of bubble wrapper, towels, pillows and a good board bag and I have never had any problems. On the trip down when I unpacked my board I had a few cracks that I had to fix. I called Emirates, and a very rude customer service member said that someone would call me up, of course no one did. But lesson learned. On my way back I packed my board even more carefully and added a fragile sign on the bag. To my chock when I packed up my board on arrival in Amsterdam, it was completely destroyed and rendered it useless. I called Emirates who refuse to take this matter on the telephone but told me they wont cover anything but I could send them a mail. Which I did. In the email I pointed to according to the Montreal convention they are responsible for any damage they cause on the baggage. The response was very simple. ""we are sorry for the broken board but we can and wont do anything about it, and we will not answer any more enquiries regarding this matter"" I have emailed them many times after that but the refuse to answer. My friend travelling to Copenhagen also got his board destroyed and same horrible treatment by Emirates. That’s why I write this review, I want to warn everybody to travel with Emirates! As long as you pay and shut up there is no problem but when they have caused a problem they wont do anything about it. If you Google similar matters you will see that I am not alone in being mistreated by emirates customer service. I will never travel with Emirates again. 0/10 points.",2,2018-02-15,Netherlands,True,bali amsterdam via dubai travelled emirate back fourth bali christmas holiday experience flight ok experience transport baggage customer service worst ever experienced go surf trip time year always pack board way allot bubble wrapper towel pillow good board bag never problem trip unpacked board crack fix called emirate rude customer service member said someone would call course one lesson learned way back packed board even carefully added fragile sign bag chock packed board arrival amsterdam completely destroyed rendered useless called emirate refuse take matter telephone told wont cover anything could send mail email pointed according montreal convention responsible damage cause baggage response simple sorry broken board wont anything answer enquiry regarding matter emailed many time refuse answer friend travelling copenhagen also got board destroyed horrible treatment emirate write review want warn everybody travel emirate long pay shut problem caused problem wont anything google similar matter see alone mistreated emirate customer service never travel emirate point
"✅ Trip Verified | Flew Fort Lauderdale to Casablanca via Dubai. For the longest time, I had wanted to fly Emirates, I was curious by its ads claiming to be the best economy airline in the world. In fact, about 2 years ago, I had the chance to travel to Dubai and visit Emirates training centre, where we toured the facilities, it all looked very impressive and glamorously chic. I could not wait to experience all the glamour they so advertised. I get to the counter to check in and I was expecting luxury, beautiful people in Emirates fashion, just like advertised, reality was far off as clerks at counter were just plain Janes, no problem at all, just felt cheated. Finally, boarding time came, and I was so anxious to get on board. As I get thru the plane’s door, I suddenly realize, is this a joke? Did I step into the wrong plane? Where is all the bedazzle, all the luxury, all the hype Emirates told me I should expect? As I walk thru first class, business class and finally economy, I am hit with the realization of stepping into an old aircraft, that is outdated and challenged in sophistication, style and leg room. Delta, United or American Airlines would have offered the same experience, so what makes Emirates the best economy airline in the world? This was scheduled to be a 14 + hour flight from Fort Lauderdale to Dubai, can’t Emirates use the most comfortable, newest aircrafts for these long-haul flights instead of using aircrafts that should only be used for local or short flights? Emirates certainly does not think so. Employee’s presentation, another let down, no gorgeous counter or on-board flight attendants which left a lot to be desired, not all smiles here, far from the gorgeous look I was expecting. Cabin service was a let down as well, for a 14-hour flight, I would have expected more than just dinner (when dinner was served, I had the Szechuan chicken, it was tasteless). Breakfast, a wine selection and at least a couple of snack offerings throughout the 14-hour flight, we had to get up and ask for water several times. Overall my first experience flying with Emirates was nothing as expected, it was just as underwhelming as flying with any other average airline in the market. I will say that Emirates has a brilliant marketing strategy, unfortunately, it took one time flying with them to debunk all the hype and to make me want to fly Delta or American internationally, again.",9,2018-02-11,United States,True,flew fort lauderdale casablanca via dubai longest time wanted fly emirate curious ad claiming best economy airline world fact year ago chance travel dubai visit emirate training centre toured facility looked impressive glamorously chic could wait experience glamour advertised get counter check expecting luxury beautiful people emirate fashion like advertised reality far clerk counter plain janes problem felt cheated finally boarding time came anxious get board get thru plane door suddenly realize joke step wrong plane bedazzle luxury hype emirate told expect walk thru first class business class finally economy hit realization stepping old aircraft outdated challenged sophistication style leg room delta united american airline would offered experience make emirate best economy airline world scheduled hour flight fort lauderdale dubai emirate use comfortable newest aircraft long haul flight instead using aircraft used local short flight emirate certainly think employee presentation another let gorgeous counter board flight attendant left lot desired smile far gorgeous look expecting cabin service let well hour flight would expected dinner dinner served szechuan chicken tasteless breakfast wine selection least couple snack offering throughout hour flight get ask water several time overall first experience flying emirate nothing expected underwhelming flying average airline market say emirate brilliant marketing strategy unfortunately took one time flying debunk hype make want fly delta american internationally
